role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text,model,man,woman,person,feminine_score,genderedness_score
businessperson,"['businessperson', 'businessman', 'businesswoman']","I did this while maintaining a career as a businessperson and educator, which has given me a great understanding of people from all walks of life and professions.","I did this while maintaining a career as a [ROLE NOUN] and educator, which has given me a great understanding of people from all walks of life and professions.",simple,"I did this while maintaining a career as a businessperson and educator, which has given me a great understanding of people from all walks of life and professions. I am a",llama-3.1-8B,-4.867410659790040,-6.476785659790040,-4.547098159790040,0.5709338482278480,0.7138623184100560
businessperson,"['businessperson', 'businessman', 'businesswoman']",I am a successful businessperson having run residential and commercial real estate brokerages and a mortgage brokerage.,I am a successful [ROLE NOUN] having run residential and commercial real estate brokerages and a mortgage brokerage.,simple,I am a successful businessperson having run residential and commercial real estate brokerages and a mortgage brokerage. I am a,llama-3.1-8B,-6.505740642547610,-7.161990642547610,-5.568240642547610,0.5240072762008300,0.7105297999241810
businessperson,"['businessperson', 'businessman', 'businesswoman']",I am also a businessperson and and a web developer.,I am also a [ROLE NOUN] and and a web developer.,simple,I am also a businessperson and and a web developer. I am a,llama-3.1-8B,-5.497776031494140,-6.700901031494140,-4.060276031494140,0.5493137490970380,0.7502744483055300
businessperson,"['businessperson', 'businessman', 'businesswoman']","After sixteen years, I left to pursue “my dream” of being a successful businessperson.","After sixteen years, I left to pursue “my dream” of being a successful [ROLE NOUN].",simple,"After sixteen years, I left to pursue “my dream” of being a successful businessperson. I am a",llama-3.1-8B,-5.307774543762210,-4.417149543762210,-4.792149543762210,0.4542091541288980,0.6698956232174540
businessperson,"['businessperson', 'businessman', 'businesswoman']","Decide to act and profit from your proposals In my life I have grown up as a businessperson and my intention is to spread my experience and knowledge, and of course, to make my own profit from this.","Decide to act and profit from your proposals In my life I have grown up as a [ROLE NOUN] and my intention is to spread my experience and knowledge, and of course, to make my own profit from this.",simple,"Decide to act and profit from your proposals In my life I have grown up as a businessperson and my intention is to spread my experience and knowledge, and of course, to make my own profit from this. I am a",llama-3.1-8B,-4.042446136474610,-4.831508636474610,-2.6752588748931900,0.5444594614345640,0.7683600843774350
businessperson,"['businessperson', 'businessman', 'businesswoman']","That is the underlying ethos in the way I practise as a therapist, teacher, trainer and businessperson.","That is the underlying ethos in the way I practise as a therapist, teacher, trainer and [ROLE NOUN].",simple,"That is the underlying ethos in the way I practise as a therapist, teacher, trainer and businessperson. I am a",llama-3.1-8B,-5.787389755249020,-6.818639755249020,-3.8342649936676000,0.5409030456077070,0.7667763802712860
businessperson,"['businessperson', 'businessman', 'businesswoman']","Others may have viewed me as an accomplished college graduate and businessperson, but I saw myself as a lost soul, always looking for something that felt right.","Others may have viewed me as an accomplished college graduate and [ROLE NOUN], but I saw myself as a lost soul, always looking for something that felt right.",simple,"Others may have viewed me as an accomplished college graduate and businessperson, but I saw myself as a lost soul, always looking for something that felt right. I am a",llama-3.1-8B,-4.871184349060060,-3.2149345874786400,-3.6289970874786400,0.39758685380588900,0.6902295222651850
businessperson,"['businessperson', 'businessman', 'businesswoman']",Consequently my first attempt at being a businessperson failed spectacularly with just 6 months worth of trading and thousands of dollars worth of debt to show for it all.,Consequently my first attempt at being a [ROLE NOUN] failed spectacularly with just 6 months worth of trading and thousands of dollars worth of debt to show for it all.,simple,Consequently my first attempt at being a businessperson failed spectacularly with just 6 months worth of trading and thousands of dollars worth of debt to show for it all. I am a,llama-3.1-8B,-4.844920158386230,-7.196482658386230,-4.430857658386230,0.5976448731008530,0.7310109523177910
businessperson,"['businessperson', 'businessman', 'businesswoman']",I made a committed to learn what was needed to become a businessperson.,I made a committed to learn what was needed to become a [ROLE NOUN].,simple,I made a committed to learn what was needed to become a businessperson. I am a,llama-3.1-8B,-5.320403099060060,-5.023528099060060,-3.69540286064148,0.485649798209507,0.7367821831737620
businessperson,"['businessperson', 'businessman', 'businesswoman']","I’ve traveled a long, zigzagging path to get to the point where I will describe myself as a businessperson that lives, breaths and loves to create.","I’ve traveled a long, zigzagging path to get to the point where I will describe myself as a [ROLE NOUN] that lives, breaths and loves to create.",simple,"I’ve traveled a long, zigzagging path to get to the point where I will describe myself as a businessperson that lives, breaths and loves to create. I am a",llama-3.1-8B,-6.830060005187990,-4.267560005187990,-4.814435005187990,0.38454731746067500,0.6974347436280940
businessperson,"['businessperson', 'businessman', 'businesswoman']","I thought I had it all, successful career as a ballerina, turned executive businessperson, then accomplished entrepreneur.","I thought I had it all, successful career as a ballerina, turned executive [ROLE NOUN], then accomplished entrepreneur.",simple,"I thought I had it all, successful career as a ballerina, turned executive businessperson, then accomplished entrepreneur. I am a",llama-3.1-8B,-6.64693021774292,-3.38130521774292,-5.35005521774292,0.3371784836420830,0.6521033879263010
businessperson,"['businessperson', 'businessman', 'businesswoman']","My lifelong goal is to be an honest, ethical, and authentic businessperson.","My lifelong goal is to be an honest, ethical, and authentic [ROLE NOUN].",simple,"My lifelong goal is to be an honest, ethical, and authentic businessperson. I am a",llama-3.1-8B,-4.590892791748050,-5.036205291748050,-4.239330291748050,0.5231280753627830,0.6942738117541100
businessperson,"['businessperson', 'businessman', 'businesswoman']","I'm a businessperson, a strategic partner to the brands I love and endorse.","I'm a [ROLE NOUN], a strategic partner to the brands I love and endorse.",simple,"I'm a businessperson, a strategic partner to the brands I love and endorse. I am a",llama-3.1-8B,-5.672442436218260,-4.641192436218260,-5.586504936218260,0.45000550180634900,0.6486505777026310
businessperson,"['businessperson', 'businessman', 'businesswoman']",I can tell you I am not the city businessperson I always dreamed I would be and I’m okay with that.,I can tell you I am not the city [ROLE NOUN] I always dreamed I would be and I’m okay with that.,simple,I can tell you I am not the city businessperson I always dreamed I would be and I’m okay with that. I am a,llama-3.1-8B,-7.539524078369140,-4.336399078369140,-4.508274078369140,0.36514206273797800,0.724840099659629
businessperson,"['businessperson', 'businessman', 'businesswoman']","As a businessperson, I’m known for my incomparable salesmanship.","As a [ROLE NOUN], I’m known for my incomparable salesmanship.",simple,"As a businessperson, I’m known for my incomparable salesmanship. I am a",llama-3.1-8B,-3.933614015579220,-5.9023637771606400,-4.6054887771606400,0.6000790060259490,0.6810927231753880
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsperson with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.","I am an avid [ROLE NOUN] with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography.",simple,"I am an avid outdoorsperson with a variety of interests, including birding, botany, hiking, travel, wine tasting, and photography. I am a",llama-3.1-8B,-8.394844055175780,-8.090156555175780,-7.738594055175780,0.49075864456417800,0.6805348602456350
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m an experimental physicist by day (and night, I guess) and curious outdoorsperson much of the rest of the time.","I’m an experimental physicist by day (and night, I guess) and curious [ROLE NOUN] much of the rest of the time.",simple,"I’m an experimental physicist by day (and night, I guess) and curious outdoorsperson much of the rest of the time. I am a",llama-3.1-8B,-6.854142665863040,-8.354143142700200,-7.291642665863040,0.5493152382759850,0.6759259624246890
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I’m an avid outdoorsperson.,I’m an avid [ROLE NOUN].,simple,I’m an avid outdoorsperson. I am a,llama-3.1-8B,-6.35291862487793,-6.50916862487793,-6.26698112487793,0.5060740530275510,0.6723844046065360
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","Like many of you, I have been an avid outdoorsperson all my life.","Like many of you, I have been an avid [ROLE NOUN] all my life.",simple,"Like many of you, I have been an avid outdoorsperson all my life. I am a",llama-3.1-8B,-6.857484817504880,-8.380922317504880,-7.248109817504880,0.5499867698277980,0.6776686299256170
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorsperson and I love making and creating things.,I am an avid [ROLE NOUN] and I love making and creating things.,simple,I am an avid outdoorsperson and I love making and creating things. I am a,llama-3.1-8B,-5.97481107711792,-7.83418607711792,-5.90449857711792,0.567324765847665,0.700484446919935
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","When I started this blog, I was a big city kid turned fake outdoorsperson.","When I started this blog, I was a big city kid turned fake [ROLE NOUN].",simple,"When I started this blog, I was a big city kid turned fake outdoorsperson. I am a",llama-3.1-8B,-6.131146430969240,-4.951458930969240,-4.834271430969240,0.44677751929833000,0.6962801500654130
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",From grass-roots I am an avid outdoorsperson and enjoy skiing in the winters and riding my bike and fishing in the summers.,From grass-roots I am an avid [ROLE NOUN] and enjoy skiing in the winters and riding my bike and fishing in the summers.,simple,From grass-roots I am an avid outdoorsperson and enjoy skiing in the winters and riding my bike and fishing in the summers. I am a,llama-3.1-8B,-6.135003566741940,-8.927972793579100,-6.291253566741940,0.5927097394308610,0.7053860716012610
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am a creator, a designer, and an avid outdoorsperson.","I am a creator, a designer, and an avid [ROLE NOUN].",simple,"I am a creator, a designer, and an avid outdoorsperson. I am a",llama-3.1-8B,-5.074333190917970,-6.285270690917970,-5.035270690917970,0.5533001640108370,0.69287531486908
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid sports and outdoorsperson enjoying fishing boating, hunting, hockey and baseball.","I am an avid sports and [ROLE NOUN] enjoying fishing boating, hunting, hockey and baseball.",simple,"I am an avid sports and outdoorsperson enjoying fishing boating, hunting, hockey and baseball. I am a",llama-3.1-8B,-6.348849296569820,-9.966036796569820,-5.809786796569820,0.6108554322521750,0.737406883910494
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","In my personal time, I love going to the gym, surfing, snowboarding, cooking, outdoorsperson, hanging out w my family and friends.","In my personal time, I love going to the gym, surfing, snowboarding, cooking, [ROLE NOUN], hanging out w my family and friends.",simple,"In my personal time, I love going to the gym, surfing, snowboarding, cooking, outdoorsperson, hanging out w my family and friends. I am a",llama-3.1-8B,-5.212494373321530,-7.696869373321530,-4.798431873321530,0.5962237585351960,0.7290215012470800
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","Let me start off by saying that I’m an engineer-by-trade, outdoorsperson-at-heart.","Let me start off by saying that I’m an engineer-by-trade, [ROLE NOUN]-at-heart.",simple,"Let me start off by saying that I’m an engineer-by-trade, outdoorsperson-at-heart. I am a",llama-3.1-8B,-4.463351249694820,-6.197726249694820,-4.853976249694820,0.5813414497783780,0.6871440906235180
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","It’s taken me years of research, practice and mistakes to become the outdoorsperson I am today.","It’s taken me years of research, practice and mistakes to become the [ROLE NOUN] I am today.",simple,"It’s taken me years of research, practice and mistakes to become the outdoorsperson I am today. I am a",llama-3.1-8B,-5.568243503570560,-3.5994935035705600,-5.169806003570560,0.3926261738056810,0.6394217614755780
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","Beyond music and academics, I am also a dedicated outdoorsperson and environmentalist.","Beyond music and academics, I am also a dedicated [ROLE NOUN] and environmentalist.",simple,"Beyond music and academics, I am also a dedicated outdoorsperson and environmentalist. I am a",llama-3.1-8B,-8.621938705444340,-9.555532455444340,-8.692251205444340,0.5256799678496740,0.676503869785589
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I admit to being a fair weather outdoorsperson most of the time.,I admit to being a fair weather [ROLE NOUN] most of the time.,simple,I admit to being a fair weather outdoorsperson most of the time. I am a,llama-3.1-8B,-6.123594760894780,-6.928282260894780,-4.490782260894780,0.5308265048259580,0.7440078959221740
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","So as an avid outdoorsperson, why wouldn't I want my children to have the greatest classroom experiences available!","So as an avid [ROLE NOUN], why wouldn't I want my children to have the greatest classroom experiences available!",simple,"So as an avid outdoorsperson, why wouldn't I want my children to have the greatest classroom experiences available! I am a",llama-3.1-8B,-6.402793884277340,-7.543418884277340,-5.934043884277340,0.5408937185646500,0.7015107003947050
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a runner, a yogi, a outdoorsperson, and a cyclist.","I’m a runner, a yogi, a [ROLE NOUN], and a cyclist.",simple,"I’m a runner, a yogi, a outdoorsperson, and a cyclist. I am a",llama-3.1-8B,-6.115311145782470,-5.060623645782470,-4.716873645782470,0.45281434977609100,0.7032070408211790
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","At various points in my life I've been an avid outdoorsperson, a puzzle hunt geek, a board game aficionado, and a keen creative writer.","At various points in my life I've been an avid [ROLE NOUN], a puzzle hunt geek, a board game aficionado, and a keen creative writer.",simple,"At various points in my life I've been an avid outdoorsperson, a puzzle hunt geek, a board game aficionado, and a keen creative writer. I am a",llama-3.1-8B,-5.579778671264650,-7.525091171264650,-5.111028671264650,0.5742209775211530,0.7194193485765010
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I am an avid outdoorsperson, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.","I am an avid [ROLE NOUN], with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few.",simple,"I am an avid outdoorsperson, with my adoration residing in the backcountry; backpacking, back country and downhill skiing, fly fishing, trekking and mountaineering to name a few. I am a",llama-3.1-8B,-6.305461883544920,-8.055461883544920,-6.219524383544920,0.560929228104754,0.6977945116635810
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","Therefore, if you want to read my blogs more often, you can be sure that you cannot be sure that I will publish on a regular basis. 😉 Furthermore, I am an outdoorsperson who engages in all manners of sports.","Therefore, if you want to read my blogs more often, you can be sure that you cannot be sure that I will publish on a regular basis. 😉 Furthermore, I am an [ROLE NOUN] who engages in all manners of sports.",simple,"Therefore, if you want to read my blogs more often, you can be sure that you cannot be sure that I will publish on a regular basis. 😉 Furthermore, I am an outdoorsperson who engages in all manners of sports. I am a",llama-3.1-8B,-5.346205711364750,-7.104018211364750,-4.721205711364750,0.570593609838249,0.7250545928924470
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","While I like to think I’m a natural outdoorsperson, the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes).","While I like to think I’m a natural [ROLE NOUN], the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes).",simple,"While I like to think I’m a natural outdoorsperson, the reality is that the grit and grime of the outdoors stretches me outside my comfort zone (which is why I enter the wilderness with a ready supply of insta-lattes). I am a",llama-3.1-8B,-5.863227367401120,-4.566352367401120,-4.535102367401120,0.4378270729513440,0.6969462941860030
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorsperson and a life-long creative.,I am an avid [ROLE NOUN] and a life-long creative.,simple,I am an avid outdoorsperson and a life-long creative. I am a,llama-3.1-8B,-6.425103187561040,-7.120415687561040,-6.596978187561040,0.5256657757598720,0.6724845898186630
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']","I’m a blogger, professional, parent, and outdoorsperson.","I’m a blogger, professional, parent, and [ROLE NOUN].",simple,"I’m a blogger, professional, parent, and outdoorsperson. I am a",llama-3.1-8B,-5.459112167358400,-5.170049667358400,-5.068487167358400,0.48640238503774300,0.6771180724777100
outdoorsperson,"['outdoorsperson', 'outdoorsman', 'outdoorswoman']",I am an avid outdoorsperson and my inspiration comes from nature.,I am an avid [ROLE NOUN] and my inspiration comes from nature.,simple,I am an avid outdoorsperson and my inspiration comes from nature. I am a,llama-3.1-8B,-6.867470741271970,-6.609658241271970,-6.586220741271970,0.4904351846623300,0.6717287575636540
firefighter,"['firefighter', 'fireman', 'firewoman']",My vocation was to be a firefighter and training was never easy.,My vocation was to be a [ROLE NOUN] and training was never easy.,simple,My vocation was to be a firefighter and training was never easy. I am a,llama-3.1-8B,-4.362075805664060,-3.9792633056640600,-3.5417633056640600,0.47705329474735600,0.7019496103475860
firefighter,"['firefighter', 'fireman', 'firewoman']","As a career firefighter, the same passion I’ve applied to my profession goes directly into my passion for creating cakes.","As a career [ROLE NOUN], the same passion I’ve applied to my profession goes directly into my passion for creating cakes.",simple,"As a career firefighter, the same passion I’ve applied to my profession goes directly into my passion for creating cakes. I am a",llama-3.1-8B,-6.856452465057370,-8.622076988220220,-6.184577465057370,0.5570346339583630,0.714511058438116
firefighter,"['firefighter', 'fireman', 'firewoman']",I am personally a retired firefighter with 27 years of experience.,I am personally a retired [ROLE NOUN] with 27 years of experience.,simple,I am personally a retired firefighter with 27 years of experience. I am a,llama-3.1-8B,-7.584855556488040,-9.061418533325200,-6.342668056488040,0.5443511553657750,0.724099177068549
firefighter,"['firefighter', 'fireman', 'firewoman']","Fun fact about me, I used to be a volunteer firefighter.","Fun fact about me, I used to be a volunteer [ROLE NOUN].",simple,"Fun fact about me, I used to be a volunteer firefighter. I am a",llama-3.1-8B,-7.003620147705080,-5.737995147705080,-6.691120147705080,0.4503349861592550,0.6556779066286490
firefighter,"['firefighter', 'fireman', 'firewoman']",Electronics and communications equipment put me smack in the middle of public safety as a volunteer firefighter.,Electronics and communications equipment put me smack in the middle of public safety as a volunteer [ROLE NOUN].,simple,Electronics and communications equipment put me smack in the middle of public safety as a volunteer firefighter. I am a,llama-3.1-8B,-7.856631278991700,-9.2238187789917,-7.176943778991700,0.5400219986990620,0.7041337652665710
firefighter,"['firefighter', 'fireman', 'firewoman']","Other careers I debated about from a young age, included firefighter, farmer, and chef.","Other careers I debated about from a young age, included [ROLE NOUN], farmer, and chef.",simple,"Other careers I debated about from a young age, included firefighter, farmer, and chef. I am a",llama-3.1-8B,-5.905753135681150,-5.663565635681150,-5.179190635681150,0.4895331996297190,0.6907670700830800
firefighter,"['firefighter', 'fireman', 'firewoman']","I am also a firefighter, which encourages me to live by the same principles I teach my athletes.","I am also a [ROLE NOUN], which encourages me to live by the same principles I teach my athletes.",simple,"I am also a firefighter, which encourages me to live by the same principles I teach my athletes. I am a",llama-3.1-8B,-6.878998279571530,-8.968841552734380,-6.371185779571530,0.5659346414172700,0.7132553924342330
firefighter,"['firefighter', 'fireman', 'firewoman']",You would think being a firefighter I would be in great shape!,You would think being a [ROLE NOUN] I would be in great shape!,simple,You would think being a firefighter I would be in great shape! I am a,llama-3.1-8B,-5.797619819641110,-5.617932319641110,-5.867932319641110,0.4921297061321430,0.6604890446954090
firefighter,"['firefighter', 'fireman', 'firewoman']",I absolutely love my Town and also proud to serve my community as an on call firefighter.,I absolutely love my Town and also proud to serve my community as an on call [ROLE NOUN].,simple,I absolutely love my Town and also proud to serve my community as an on call firefighter. I am a,llama-3.1-8B,-6.84296464920044,-8.018745422363280,-6.01483964920044,0.5395573849678500,0.7118853579900720
firefighter,"['firefighter', 'fireman', 'firewoman']",This evolvement can be seen in the images I now capture while on the fire line as a wildfire firefighter.,This evolvement can be seen in the images I now capture while on the fire line as a wildfire [ROLE NOUN].,simple,This evolvement can be seen in the images I now capture while on the fire line as a wildfire firefighter. I am a,llama-3.1-8B,-5.799106597900390,-4.111606597900390,-5.142856597900390,0.414864855502276,0.658362988422035
firefighter,"['firefighter', 'fireman', 'firewoman']",I was lucky to find someone who could see that I wasn’t doing well and not coping and helped “send me through the system” to get me the help I needed to get back to being a healthy firefighter.,I was lucky to find someone who could see that I wasn’t doing well and not coping and helped “send me through the system” to get me the help I needed to get back to being a healthy [ROLE NOUN].,simple,I was lucky to find someone who could see that I wasn’t doing well and not coping and helped “send me through the system” to get me the help I needed to get back to being a healthy firefighter. I am a,llama-3.1-8B,-6.691221237182620,-6.159971237182620,-4.769346237182620,0.4793307118751940,0.7293302823904600
firefighter,"['firefighter', 'fireman', 'firewoman']","In the mid 2000s I became a firefighter, and thereafter a paramedic.","In the mid 2000s I became a [ROLE NOUN], and thereafter a paramedic.",simple,"In the mid 2000s I became a firefighter, and thereafter a paramedic. I am a",llama-3.1-8B,-5.455780029296880,-7.072967529296880,-5.229217529296880,0.5645390727379900,0.705528335965547
firefighter,"['firefighter', 'fireman', 'firewoman']",It didn’t take me long to realize how hard it was to earn a living as a firefighter/paramedic.,It didn’t take me long to realize how hard it was to earn a living as a [ROLE NOUN]/paramedic.,simple,It didn’t take me long to realize how hard it was to earn a living as a firefighter/paramedic. I am a,llama-3.1-8B,-5.290419578552250,-6.391982078552250,-4.438857078552250,0.5471462346670000,0.7246581578190010
firefighter,"['firefighter', 'fireman', 'firewoman']",I became a firefighter.,I became a [ROLE NOUN].,simple,I became a firefighter. I am a,llama-3.1-8B,-5.2015910148620600,-4.5609660148620600,-5.6937785148620600,0.4671896923086090,0.6316217062940000
firefighter,"['firefighter', 'fireman', 'firewoman']","I work in fire protection, not a firefighter, and I work out 5 days a week.","I work in fire protection, not a [ROLE NOUN], and I work out 5 days a week.",simple,"I work in fire protection, not a firefighter, and I work out 5 days a week. I am a",llama-3.1-8B,-5.974044799804690,-5.786544799804690,-5.833419799804690,0.49202846088574400,0.6684428394133430
firefighter,"['firefighter', 'fireman', 'firewoman']",I am a career firefighter that works 2 full time jobs.,I am a career [ROLE NOUN] that works 2 full time jobs.,simple,I am a career firefighter that works 2 full time jobs. I am a,llama-3.1-8B,-7.138040542602540,-8.466165542602540,-7.255228042602540,0.542556634818456,0.6826155887307450
