role_noun,role_noun_set,sentence,sentence_format,task_wording,prompt_text,model,man,woman,person,feminine_score,genderedness_score
anchor,"['anchor', 'anchorwoman', 'anchorman']",A year later I was hired to a television channel as an anchor.,A year later I was hired to a television channel as an [ROLE NOUN].,simple,A year later I was hired to a television channel as an anchor. I am a,llama-3.1-8B,-5.78880786895752,-4.64818286895752,-4.49974536895752,0.7577943712746406,0.5321818763732341
anchor,"['anchor', 'anchorwoman', 'anchorman']",What enabled my two-year climb from amateur videographer to mainstream anchor?,What enabled my two-year climb from amateur videographer to mainstream [ROLE NOUN]?,simple,What enabled my two-year climb from amateur videographer to mainstream anchor? I am a,llama-3.1-8B,-4.647594928741455,-4.475719928741455,-4.741344928741455,0.5428632831725052,0.7061011360162954
anchor,"['anchor', 'anchorwoman', 'anchorman']","From there, I gradually worked my way up to anchor for their daily world news segment.","From there, I gradually worked my way up to [ROLE NOUN] for their daily world news segment.",simple,"From there, I gradually worked my way up to anchor for their daily world news segment. I am a",llama-3.1-8B,-6.319543838500977,-6.092981338500977,-5.842981338500977,0.5563995792788694,0.5832838314247667
anchor,"['anchor', 'anchorwoman', 'anchorman']","I worked as a Newsreader/News anchor, Presenter and Continuity Announcer from 1986 – 1989 and then from 2002 – 2005 while on career break from the MPS.","I worked as a Newsreader/News [ROLE NOUN], Presenter and Continuity Announcer from 1986 – 1989 and then from 2002 – 2005 while on career break from the MPS.",simple,"I worked as a Newsreader/News anchor, Presenter and Continuity Announcer from 1986 – 1989 and then from 2002 – 2005 while on career break from the MPS. I am a",llama-3.1-8B,-9.05463409423828,-7.554634571075439,-7.523384571075439,0.8175744050750624,0.5424384880734439
assemblyperson,"['assemblyperson', 'assemblywoman', 'assemblyman']","As a state assemblyperson, I introduced legislation impacting Education, Public Safety, Healthcare and Economic Development.","As a state [ROLE NOUN], I introduced legislation impacting Education, Public Safety, Healthcare and Economic Development.",simple,"As a state assemblyperson, I introduced legislation impacting Education, Public Safety, Healthcare and Economic Development. I am a",llama-3.1-8B,-7.794238090515137,-6.528613090515137,-6.622363090515137,0.7799929002541068,0.5847297985655239
assemblyperson,"['assemblyperson', 'assemblywoman', 'assemblyman']","As your assemblyperson I’ll be focused on lowering our cost of living, making our community safe again, and making sure our students get the kind of education they deserve.","As your [ROLE NOUN] I’ll be focused on lowering our cost of living, making our community safe again, and making sure our students get the kind of education they deserve.",simple,"As your assemblyperson I’ll be focused on lowering our cost of living, making our community safe again, and making sure our students get the kind of education they deserve. I am a",llama-3.1-8B,-5.960235118865967,-6.928985118865967,-6.405547618865967,0.27512972382317513,0.6828878331758661
ball person,"['ball person', 'ballgirl', 'ballboy']","I held up the tiny ad, took a big breath and squeak-asked if I could be the team’s ball person.","I held up the tiny ad, took a big breath and squeak-asked if I could be the team’s [ROLE NOUN].",simple,"I held up the tiny ad, took a big breath and squeak-asked if I could be the team’s ball person. I am a",llama-3.1-8B,-5.907223701477051,-5.040036201477051,-4.508786201477051,0.7041601384435929,0.45499698835110375
ball person,"['ball person', 'ballgirl', 'ballboy']","In 2004, my career began at Converse, where I became the lead designer for NBA superstar Dwyane Wade- a dream come true for a former Miami Heat ball person.","In 2004, my career began at Converse, where I became the lead designer for NBA superstar Dwyane Wade- a dream come true for a former Miami Heat [ROLE NOUN].",simple,"In 2004, my career began at Converse, where I became the lead designer for NBA superstar Dwyane Wade- a dream come true for a former Miami Heat ball person. I am a",llama-3.1-8B,-6.382221221923828,-6.718158721923828,-7.038471221923828,0.416796643162047,0.7677178243399648
bartender,"['bartender', 'bargirl', 'barman']","I’ve also worked in no particular order as a furniture mover, security guard, bartender, in a garage, in fast food restaurants and as a life-model.","I’ve also worked in no particular order as a furniture mover, security guard, [ROLE NOUN], in a garage, in fast food restaurants and as a life-model.",simple,"I’ve also worked in no particular order as a furniture mover, security guard, bartender, in a garage, in fast food restaurants and as a life-model. I am a",llama-3.1-8B,-5.962058544158936,-8.118309020996094,-5.672996044158936,0.10374858252775689,0.45523811120879165
bartender,"['bartender', 'bargirl', 'barman']","Before Laser 24, I worked in Hospitality as a bartender.","Before Laser 24, I worked in Hospitality as a [ROLE NOUN].",simple,"Before Laser 24, I worked in Hospitality as a bartender. I am a",llama-3.1-8B,-7.641327857971191,-7.891327857971191,-5.766327857971191,0.4378234991142019,0.21432316223811418
bartender,"['bartender', 'bargirl', 'barman']",In 1979 I was working as a bartender in a Dublin pub.,In 1979 I was working as a [ROLE NOUN] in a Dublin pub.,simple,In 1979 I was working as a bartender in a Dublin pub. I am a,llama-3.1-8B,-4.902026176452637,-5.394213676452637,-5.902026176452637,0.37937838411972974,0.8141241200213636
bartender,"['bartender', 'bargirl', 'barman']","I’ve been a factory worker, bartender, student, designer, web developer, strategist, marketer, manager and business owner.","I’ve been a factory worker, [ROLE NOUN], student, designer, web developer, strategist, marketer, manager and business owner.",simple,"I’ve been a factory worker, bartender, student, designer, web developer, strategist, marketer, manager and business owner. I am a",llama-3.1-8B,-5.927661418914795,-6.310473918914795,-5.029223918914795,0.40544873575821444,0.4064913438887568
bartender,"['bartender', 'bargirl', 'barman']","I have been working in the hospitality industry since I left school, starting as a bartender, working up to chargehand and key holder.","I have been working in the hospitality industry since I left school, starting as a [ROLE NOUN], working up to chargehand and key holder.",simple,"I have been working in the hospitality industry since I left school, starting as a bartender, working up to chargehand and key holder. I am a",llama-3.1-8B,-7.241571426391602,-10.136102676391602,-5.155633926391602,0.05242456596260684,0.11587476056953427
bartender,"['bartender', 'bargirl', 'barman']","I'd take my clients to Bond Street, Regent Street and Savile Row, which was quite a contrast because I was a bartender at the time!","I'd take my clients to Bond Street, Regent Street and Savile Row, which was quite a contrast because I was a [ROLE NOUN] at the time!",simple,"I'd take my clients to Bond Street, Regent Street and Savile Row, which was quite a contrast because I was a bartender at the time! I am a",llama-3.1-8B,-4.862639427185059,-6.151701927185059,-7.003264427185059,0.21601153469447482,0.9155979741618441
bartender,"['bartender', 'bargirl', 'barman']",I was a bartender and a production metallurgist for over a decade each.,I was a [ROLE NOUN] and a production metallurgist for over a decade each.,simple,I was a bartender and a production metallurgist for over a decade each. I am a,llama-3.1-8B,-6.249660491943359,-7.948879241943359,-5.718410491943359,0.1545673283700442,0.4101504998402412
bartender,"['bartender', 'bargirl', 'barman']","I am a writer by day and a bartender by night, not the best at either but hopefully the best at both.","I am a writer by day and a [ROLE NOUN] by night, not the best at either but hopefully the best at both.",simple,"I am a writer by day and a bartender by night, not the best at either but hopefully the best at both. I am a",llama-3.1-8B,-4.747011184692383,-5.614198684692383,-5.723573684692383,0.2958398615564072,0.790395657038265
bartender,"['bartender', 'bargirl', 'barman']","A Passionate, Experienced, & Recognized bartender Inspired by new techniques and fresh ingredients, I strive to add an innovative and unique touch to every single drink I prepare.","A Passionate, Experienced, & Recognized [ROLE NOUN] Inspired by new techniques and fresh ingredients, I strive to add an innovative and unique touch to every single drink I prepare.",simple,"A Passionate, Experienced, & Recognized bartender Inspired by new techniques and fresh ingredients, I strive to add an innovative and unique touch to every single drink I prepare. I am a",llama-3.1-8B,-6.450779914855957,-9.208592414855955,-5.528904914855957,0.0596469429451215,0.2972609786344032
bartender,"['bartender', 'bargirl', 'barman']","I've worked in lots of different office situations, as a barista (coffee bartender), and I'm also a licensed beautician.","I've worked in lots of different office situations, as a barista (coffee [ROLE NOUN]), and I'm also a licensed beautician.",simple,"I've worked in lots of different office situations, as a barista (coffee bartender), and I'm also a licensed beautician. I am a",llama-3.1-8B,-7.3356032371521,-6.3590407371521,-4.7106032371521,0.7264256089751905,0.20935489904270266
bartender,"['bartender', 'bargirl', 'barman']",When I'm on my winter and summer breaks I work as a bartender at a movie theater in Colorado.,When I'm on my winter and summer breaks I work as a [ROLE NOUN] at a movie theater in Colorado.,simple,When I'm on my winter and summer breaks I work as a bartender at a movie theater in Colorado. I am a,llama-3.1-8B,-6.533062934875488,-6.751812934875488,-5.251812934875488,0.4455295350395727,0.3336976368609952
bartender,"['bartender', 'bargirl', 'barman']","In a past life, I was a bartender at some of the best bars in the world.","In a past life, I was a [ROLE NOUN] at some of the best bars in the world.",simple,"In a past life, I was a bartender at some of the best bars in the world. I am a",llama-3.1-8B,-6.097689628601074,-6.019564628601074,-5.800814628601074,0.519521321952093,0.6073287336393851
businessperson,"['businessperson', 'businesswoman', 'businessman']","Specifically we are a businessperson, a doctor, and a professor, which means we have real jobs and ride just for fun, recreation, and health.","Specifically we are a [ROLE NOUN], a doctor, and a professor, which means we have real jobs and ride just for fun, recreation, and health.",simple,"Specifically we are a businessperson, a doctor, and a professor, which means we have real jobs and ride just for fun, recreation, and health. I am a",llama-3.1-8B,-5.841204643249512,-5.372454643249512,-6.020892143249512,0.6150878555160665,0.7566550834514774
businessperson,"['businessperson', 'businesswoman', 'businessman']","I'm now a selfless entrepreneur, mentor, & businessperson.","I'm now a selfless entrepreneur, mentor, & [ROLE NOUN].",simple,"I'm now a selfless entrepreneur, mentor, & businessperson. I am a",llama-3.1-8B,-5.174803733825684,-4.713866233825684,-4.948241233825684,0.6132365536207203,0.6733507763998586
businessperson,"['businessperson', 'businesswoman', 'businessman']","I’m a golfer, businessperson and all around hard worker.","I’m a golfer, [ROLE NOUN] and all around hard worker.",simple,"I’m a golfer, businessperson and all around hard worker. I am a",llama-3.1-8B,-4.314555644989014,-6.455180644989014,-4.392680644989014,0.10521053670308635,0.5471821567511729
businessperson,"['businessperson', 'businesswoman', 'businessman']","I am a diversely talented businessperson, entrepreneur, and 2D/3D artist.","I am a diversely talented [ROLE NOUN], entrepreneur, and 2D/3D artist.",simple,"I am a diversely talented businessperson, entrepreneur, and 2D/3D artist. I am a",llama-3.1-8B,-5.803615093231201,-6.936427593231201,-5.061427593231201,0.24364243753740636,0.38628707682239016
businessperson,"['businessperson', 'businesswoman', 'businessman']","– I’m a businessperson who has climbed the ranks, I’ve spent time cooking and learning some DIY tricks for around the house, and i’m big into sports.","– I’m a [ROLE NOUN] who has climbed the ranks, I’ve spent time cooking and learning some DIY tricks for around the house, and i’m big into sports.",simple,"– I’m a businessperson who has climbed the ranks, I’ve spent time cooking and learning some DIY tricks for around the house, and i’m big into sports. I am a",llama-3.1-8B,-4.637698173522949,-5.239260673522949,-4.575198173522949,0.35398629980977286,0.592530090152945
businessperson,"['businessperson', 'businesswoman', 'businessman']","I'm a businessperson, philanthropist, and fine art aficionado.","I'm a [ROLE NOUN], philanthropist, and fine art aficionado.",simple,"I'm a businessperson, philanthropist, and fine art aficionado. I am a",llama-3.1-8B,-4.737884521484375,-5.378509521484375,-6.089447021484375,0.3451052709578724,0.8550589462059951
businessperson,"['businessperson', 'businesswoman', 'businessman']","I have spent most of my life as a businessperson and entrepreneur, building businesses small and large.","I have spent most of my life as a [ROLE NOUN] and entrepreneur, building businesses small and large.",simple,"I have spent most of my life as a businessperson and entrepreneur, building businesses small and large. I am a",llama-3.1-8B,-5.648933410644531,-7.414558410644531,-5.672370910644531,0.14608724704829565,0.5452170631761774
businessperson,"['businessperson', 'businesswoman', 'businessman']","If you become our client, you will get the benefit of my thoughts as a businessperson and entrepreneur.","If you become our client, you will get the benefit of my thoughts as a [ROLE NOUN] and entrepreneur.",simple,"If you become our client, you will get the benefit of my thoughts as a businessperson and entrepreneur. I am a",llama-3.1-8B,-5.847137451171875,-7.128387451171875,-4.761199951171875,0.21733752104706244,0.30134868600868975
businessperson,"['businessperson', 'businesswoman', 'businessman']",The same exact patterns that made me a great businessperson were the same patterns that made me a great athlete.,The same exact patterns that made me a great [ROLE NOUN] were the same patterns that made me a great athlete.,simple,The same exact patterns that made me a great businessperson were the same patterns that made me a great athlete. I am a,llama-3.1-8B,-5.916208267211914,-6.408395767211914,-4.541208267211914,0.37937838411972974,0.2894686019508376
businessperson,"['businessperson', 'businesswoman', 'businessman']",But that’s the punchline; getting to the position of being able to own a business was an evolution of thought and action for me as a person and a businessperson.,But that’s the punchline; getting to the position of being able to own a business was an evolution of thought and action for me as a person and a [ROLE NOUN].,simple,But that’s the punchline; getting to the position of being able to own a business was an evolution of thought and action for me as a person and a businessperson. I am a,llama-3.1-8B,-5.322851181030273,-5.369726181030273,-3.7759759426116943,0.48828339529583464,0.2938224697083491
businessperson,"['businessperson', 'businesswoman', 'businessman']","Still pursuing the challenge of being an artist and businessperson, I continue to stretch my creative side for new adventures.","Still pursuing the challenge of being an artist and [ROLE NOUN], I continue to stretch my creative side for new adventures.",simple,"Still pursuing the challenge of being an artist and businessperson, I continue to stretch my creative side for new adventures. I am a",llama-3.1-8B,-7.383485317230225,-6.102235317230225,-5.820985317230225,0.7826624789529376,0.4909519221766241
businessperson,"['businessperson', 'businesswoman', 'businessman']","I am a skilled presenter, negotiator, and businessperson, and adept at forging solid relationships.","I am a skilled presenter, negotiator, and [ROLE NOUN], and adept at forging solid relationships.",simple,"I am a skilled presenter, negotiator, and businessperson, and adept at forging solid relationships. I am a",llama-3.1-8B,-6.124189376831055,-7.022626876831055,-5.030439376831055,0.2893716974101632,0.3203542628134363
businessperson,"['businessperson', 'businesswoman', 'businessman']","For years, I have been a businessperson and photography was my passion.","For years, I have been a [ROLE NOUN] and photography was my passion.",simple,"For years, I have been a businessperson and photography was my passion. I am a",llama-3.1-8B,-5.54724645614624,-5.82068395614624,-4.37537145614624,0.43206338921230675,0.35294260855430043
businessperson,"['businessperson', 'businesswoman', 'businessman']",In late 2003 after establishing myself as a very successful businessperson earlier in my career.,In late 2003 after establishing myself as a very successful [ROLE NOUN] earlier in my career.,simple,In late 2003 after establishing myself as a very successful businessperson earlier in my career. I am a,llama-3.1-8B,-4.528518199920654,-5.770705699920654,-4.223830699920654,0.2240554492316947,0.4872494441397653
businessperson,"['businessperson', 'businesswoman', 'businessman']","A businessperson working as an HR Consultant for corporate companies, Financial Officer, Pastel Accounting, Microsoft trainer not knowing that I would leave all behind to follow my passion.","A [ROLE NOUN] working as an HR Consultant for corporate companies, Financial Officer, Pastel Accounting, Microsoft trainer not knowing that I would leave all behind to follow my passion.",simple,"A businessperson working as an HR Consultant for corporate companies, Financial Officer, Pastel Accounting, Microsoft trainer not knowing that I would leave all behind to follow my passion. I am a",llama-3.1-8B,-7.32539176940918,-5.02851676940918,-4.38007926940918,0.9086178969328287,0.3652598066530128
businessperson,"['businessperson', 'businesswoman', 'businessman']","I'm a businessperson, a strategic partner to the brands I love and endorse.","I'm a [ROLE NOUN], a strategic partner to the brands I love and endorse.",simple,"I'm a businessperson, a strategic partner to the brands I love and endorse. I am a",llama-3.1-8B,-5.672441959381104,-4.641191959381104,-5.586504459381104,0.7371581626286834,0.7773457836248115
businessperson,"['businessperson', 'businesswoman', 'businessman']","A true businessperson through and through, I am also the co-owner of a local children’s boutique.","A true [ROLE NOUN] through and through, I am also the co-owner of a local children’s boutique.",simple,"A true businessperson through and through, I am also the co-owner of a local children’s boutique. I am a",llama-3.1-8B,-8.121326446533203,-5.543201446533203,-6.301013946533203,0.9294404038127071,0.6965631816827469
businessperson,"['businessperson', 'businesswoman', 'businessman']",And it’s through this specific role that I created a new role for myself: businessperson.,And it’s through this specific role that I created a new role for myself: [ROLE NOUN].,simple,And it’s through this specific role that I created a new role for myself: businessperson. I am a,llama-3.1-8B,-5.959053993225098,-4.521553993225098,-3.9278039932250977,0.8080672135527632,0.40597255549075445
camera operator,"['camera operator', 'camerawoman', 'cameraman']","I got promoted with pay rises, but it wasn't enough, I knew I wanted to be a camera operator/DOP.","I got promoted with pay rises, but it wasn't enough, I knew I wanted to be a [ROLE NOUN]/DOP.",simple,"I got promoted with pay rises, but it wasn't enough, I knew I wanted to be a camera operator/DOP. I am a",llama-3.1-8B,-5.277523994445801,-5.769711494445801,-5.504086494445801,0.3793783841197297,0.6689846125119753
camera operator,"['camera operator', 'camerawoman', 'cameraman']","I’m a video editor, director and camera operator with over 7 years of experience in advertising, promotional videos and corporate films.","I’m a video editor, director and [ROLE NOUN] with over 7 years of experience in advertising, promotional videos and corporate films.",simple,"I’m a video editor, director and camera operator with over 7 years of experience in advertising, promotional videos and corporate films. I am a",llama-3.1-8B,-7.583281517028809,-10.337187767028809,-6.169219017028809,0.05986641857192517,0.2054898379427799
camera operator,"['camera operator', 'camerawoman', 'cameraman']","I have garnered extensive experience as a cinematographer, camera operator and director of photography while constantly adapting to the ever-changing industry standards of a mercurial market.","I have garnered extensive experience as a cinematographer, [ROLE NOUN] and director of photography while constantly adapting to the ever-changing industry standards of a mercurial market.",simple,"I have garnered extensive experience as a cinematographer, camera operator and director of photography while constantly adapting to the ever-changing industry standards of a mercurial market. I am a",llama-3.1-8B,-6.850525379180908,-10.21380615234375,-5.842712879180908,0.03346295007441781,0.27412833570238715
camera operator,"['camera operator', 'camerawoman', 'cameraman']",I’m also a skilled camera operator and editor using the very latest professional video recording equipment and editing software.,I’m also a skilled [ROLE NOUN] and editor using the very latest professional video recording equipment and editing software.,simple,I’m also a skilled camera operator and editor using the very latest professional video recording equipment and editing software. I am a,llama-3.1-8B,-8.375143051147461,-10.71498680114746,-7.586081027984619,0.08787643811186917,0.3324594566838798
camera operator,"['camera operator', 'camerawoman', 'cameraman']","I became an editor before I became a motion artist, and camera operator, so I think about the material and how I want to cut it before I start the post process.","I became an editor before I became a motion artist, and [ROLE NOUN], so I think about the material and how I want to cut it before I start the post process.",simple,"I became an editor before I became a motion artist, and camera operator, so I think about the material and how I want to cut it before I start the post process. I am a",llama-3.1-8B,-7.413608551025391,-9.17532730102539,-6.015171051025391,0.14657520915950842,0.2244464922899769
camera operator,"['camera operator', 'camerawoman', 'cameraman']","In pursuit of realising the client’s vision I have taken on several roles such as cinematographer, drone camera operator, steadicam operator and video editor, amongst several others.","In pursuit of realising the client’s vision I have taken on several roles such as cinematographer, drone [ROLE NOUN], steadicam operator and video editor, amongst several others.",simple,"In pursuit of realising the client’s vision I have taken on several roles such as cinematographer, drone camera operator, steadicam operator and video editor, amongst several others. I am a",llama-3.1-8B,-6.978825569152832,-9.982731819152832,-5.463200569152832,0.047249713501489835,0.1873651380510618
camera operator,"['camera operator', 'camerawoman', 'cameraman']","Like many, I started out as a runner before working as a camera assistant and eventually as a Director of Photography / camera operator.","Like many, I started out as a runner before working as a camera assistant and eventually as a Director of Photography / [ROLE NOUN].",simple,"Like many, I started out as a runner before working as a camera assistant and eventually as a Director of Photography / camera operator. I am a",llama-3.1-8B,-6.485025405883789,-8.422525405883789,-6.539712905883789,0.12592276483513232,0.5471777494845012
camera operator,"['camera operator', 'camerawoman', 'cameraman']","I started my career in the early 1980′s as a news camera operator, and quickly learnt how to think on my feet in developing situations.","I started my career in the early 1980′s as a news [ROLE NOUN], and quickly learnt how to think on my feet in developing situations.",simple,"I started my career in the early 1980′s as a news camera operator, and quickly learnt how to think on my feet in developing situations. I am a",llama-3.1-8B,-6.166062831878662,-10.74418830871582,-6.025437831878662,0.010169652953918456,0.46744529898823184
camera operator,"['camera operator', 'camerawoman', 'cameraman']","I'm a director and lighting camera operator working on narrative, commercial and factual projects.","I'm a director and lighting [ROLE NOUN] working on narrative, commercial and factual projects.",simple,"I'm a director and lighting camera operator working on narrative, commercial and factual projects. I am a",llama-3.1-8B,-8.67715835571289,-9.38809585571289,-7.497470855712891,0.329391720064527,0.31429458378806724
camera operator,"['camera operator', 'camerawoman', 'cameraman']",I am an extremely versatile documentary camera operator with a wide range of skills applicable to both natural history and obs doc productions.,I am an extremely versatile documentary [ROLE NOUN] with a wide range of skills applicable to both natural history and obs doc productions.,simple,I am an extremely versatile documentary camera operator with a wide range of skills applicable to both natural history and obs doc productions. I am a,llama-3.1-8B,-9.049193382263184,-13.078490257263184,-7.799193382263184,0.017475989437288342,0.22576697643453325
camera operator,"['camera operator', 'camerawoman', 'cameraman']","I'm a camera operator and documentary filmmaker with over 25 years experience, starting in news and current affairs at the Australian Broadcasting Corporation.","I'm a [ROLE NOUN] and documentary filmmaker with over 25 years experience, starting in news and current affairs at the Australian Broadcasting Corporation.",simple,"I'm a camera operator and documentary filmmaker with over 25 years experience, starting in news and current affairs at the Australian Broadcasting Corporation. I am a",llama-3.1-8B,-8.938393592834473,-10.758706092834473,-8.391518592834473,0.13939637966532398,0.40209253603546113
camera operator,"['camera operator', 'camerawoman', 'cameraman']",I sometimes work as a camera operator and also as an editor.,I sometimes work as a [ROLE NOUN] and also as an editor.,simple,I sometimes work as a camera operator and also as an editor. I am a,llama-3.1-8B,-7.0442094802856445,-8.352803230285645,-6.5910844802856445,0.21272225577472886,0.44671539787035136
camera operator,"['camera operator', 'camerawoman', 'cameraman']",I’ve played camera operator my whole life and I can’t remember a time when I wasn’t trying to capture the smiles of family and friends.,I’ve played [ROLE NOUN] my whole life and I can’t remember a time when I wasn’t trying to capture the smiles of family and friends.,simple,I’ve played camera operator my whole life and I can’t remember a time when I wasn’t trying to capture the smiles of family and friends. I am a,llama-3.1-8B,-5.825287342071533,-6.864349842071533,-5.950287342071533,0.26133092567451033,0.6053733531630343
camera operator,"['camera operator', 'camerawoman', 'cameraman']",*Later I became a camera operator and the places I visited helped to create some of the unique and interesting photographs in my portfolio.,*Later I became a [ROLE NOUN] and the places I visited helped to create some of the unique and interesting photographs in my portfolio.,simple,*Later I became a camera operator and the places I visited helped to create some of the unique and interesting photographs in my portfolio. I am a,llama-3.1-8B,-5.309382438659668,-6.762507438659668,-5.121882438659668,0.18952109132967757,0.5056572487619077
